EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD
237637663,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637664,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637669,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637676,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637678,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637679,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637681,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637682,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637685,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637687,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637689,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637690,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,SAINT ROBERT,65584-4647,279265319,
237637691,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637692,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637693,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637695,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637697,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637698,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637699,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,260000000,
237637700,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637701,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637704,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237637705,MOST WORSHIPFUL PRINCE HALL OF FREE & ACCEPTED MASONS OF MO,101 WILDROSE PL,ST ROBERT,65584-4647,279265319,
237848279,THE FLOYD AND ARLENE ZIMMERMAN CHARITABLE TRUST,PO BOX 66916,SAINT LOUIS,63166-6916,602000000,T30
237930842,ROBERTA MARSTELLER HANNAY CHARITABLE FOUNDATION,501 N BROADWAY,SAINT LOUIS,63102-2131,0,T20
237944580,PTA MISSOURI CONGRESS,412EHIGHLANDAVE,STJOSEPH,64505-0000,59035000,
239935413,AMERICAN SOCIETY OF NEWSPAPER EDITORS FOUNDATION INC,209 REYNOLDS JOURNALISM INSTITUTE,COLUMBIA,65211-0001,123000000,A030
240795962,GOOD SHEPHERD YOUTH AND FAMILY SERVICES OF NORTHEASTERN PENNSYLVA,7654 NATURAL BRIDGE RD,SAINT LOUIS,63121-4905,30566399,P300
251330796,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119123995,
251341576,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
251407418,ASSOCIATION FOR INTERNATIONAL AGRICULTURE AND RURAL DEVELOPMENT,13539 HIGHWAY N,PILOT GROVE,65276-0000,123033000,
251422517,THE AMERICAN PORTABLE DIAGNOSTICS ASSOCIATION INC,1065 EXECTVE PKWY DR STE 200,SAINT LOUIS,63141-6367,279000000,
251432366,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
251659123,SOCIETY OF SAINT PIUS X PITTSBURGH PENNSYLVANIA INC,11485 N FARLEY RD,PLATTE CITY,64079-8201,1029000,
251729049,NATIONAL FIREWORKS ASSOCIATION INC,8224 NW BRADFORD CT,KANSAS CITY,64151-1064,0,S40
251738453,THE UNIVERSITY COUNCIL FOR EDUCATIONAL ADMINISTRATION INC,2001 CORONA ROAD SUITE 309,COLUMBIA,65203-5924,59000000,
251767619,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,319000000,
251841767,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,319000000,
251902811,OAKWOOD LIFE-SHARING SERVICES INC,10002 CR 8490,WEST PLAINS,65775-6706,0,P73
251907356,ST PETERS PROJECT UP-LIFT,4730 MARGARETTA AVE,SAINT LOUIS,63115-2151,0,P20
251912332,KIRKWOOD HIGH SCHOOL - CLASS OF 1965 - ALUMNI ASSOCIATION,1475 DIETRICH OAKS DR,MANCHESTER,63021-8011,0,B84
251916470,UNTOUCHABLES MOTORCYCLE CLUB MISSOURI CHAPTER,405 W LIBERTY ST,FARMINGTON,63640-1710,0,T99
251917158,DR JS FAMILY WEIGHT LOSS PROGRAM INC,967 MIDLAND BLVD,SAINT LOUIS,63130-3044,0,B99
251925327,PTA MISSOURI CONGRESS,103 PUBLIC,CLEVER,65631-0000,59035000,
256086531,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
256086532,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036279,
256090203,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
256816856,ROBERT MILLER BROWN AND THELMA YVONNE FOUNDATION,1725 MILBORO CT,SAINT LOUIS,63124-1024,0,
257191438,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA,12036 ORCHARD VIEW DR,SAINT LOUIS,63146-5225,59000000,
260008829,FRIENDS OF THE FAMILY,200 WEST FIRST STREET,FARMINGTON,63640-2528,0,O30
260021503,AGC LABOR AND EMPLOYMENT LAW COUNCIL,7733 FORSYTH BLVD STE 400,SAINT LOUIS,63105-1817,0,S40
260023378,URBAN TRAIL CO,1221 W 103RD STREET BOX 158,KANSAS CITY,64114-4512,0,C99
260028901,TARKIO WESTBORO COMMUNITY CARE CENTER INC,415 MAIN ST,TARKIO,64491-1544,0,K31
260030266,THE SANCTUARY,3646 FAIRVIEW AVE,SAINT LOUIS,63116-4747,0,X212
260035106,PEACE TABERNACLE,3514 OREGON AVE,SAINT LOUIS,63118-3804,0,X20
260038687,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,0,
260043704,MELANOMA HOPE NETWORK INC,418 N TAYLOR AVE,KIRKWOOD,63122-4414,0,G30
260044889,SUMMIT RIDGE SCHOOL PARENT-TEACHER ORGANIZATION,200 E 5TH ST,KEARNEY,64060-7914,0,B94
260045343,SISTERS OF THE GOOD SHEPHERD PROVINCE OF MID-NORTH AMERICAN FOU,7654 NATURAL BRIDGE RD,ST LOUIS,63121-4905,1030150,
260047437,NEWARK RURAL FIRE PROTECTION INC,PO BOX 52,NEWARK,63458-0052,0,M24
260049682,SITZE FAMILY MINISTRY,1663 MADISON 250,FREDRICKTOWN,63645-8449,29000000,
260051599,ST PAUL,505 MORNINGSIDE DR,RICHMOND,64085-1959,29000000,
260054038,MEHLVILLE PANTHERS JR FOOTBALL ASSOCIATION,312 SOUTHWARK LN,SAINT LOUIS,63125-3345,0,N652
260054325,REDEMPTORIST SOCIAL SERVICES CENTER INC,207 W LINWOOD BLVD,KANSAS CITY,64111-1327,31150120,P20
260058316,BEGINNING EXPERIENCE INTERNATIONAL MINISTRY CENTER,PO BOX 3002,SPRINGFIELD,65808-3002,29000000,
260058581,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260059677,GIRLS ON THE RUN OF ST LOUIS,3155 SUTTON BLVD STE 101,SAINT LOUIS,63143-3917,0,O50
260059867,STRAY DOG THEATRE,2336 TENNESSEE AVE,SAINT LOUIS,63104-1734,0,A65
260062334,MISSOURI BUDGET PROJECT,1 CAMPBELL PLZ STE 101 BLDG A,SAINT LOUIS,63139-1707,0,P99
260063258,ANTONIA FULL GOSPEL CHURCH,200 DOGWOOD BLOS,SULLIVAN,63080-0000,2029000,
260063712,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260063713,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260063715,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260063716,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260063717,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260064890,MODERN WOODMEN OF AMERICA,14874 COUNTY ROAD 294,BLOOMFIELD,63825-8332,211902602,
260065809,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065811,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065818,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065819,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065821,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065822,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065827,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260065828,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260067940,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260068416,ST LOUIS COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,20 ARCHBISHOP MAY DR,ST LOUIS,63119-5738,31150120,
260071981,BREAD OF LIFE CHRISTIAN FELLOWSHIP,109 NW 74TH TER,GLADSTONE,64118-1683,2006007,
260072034,COUNTRYSIDE CHRISTIAN MINISTRIES,815 W ARCH ST,NEVADA,64772-2910,2029000,X19
260072269,MODERN WOODMEN OF AMERICA,4 LAMBERT HLS,FESTUS,63028-1135,211902602,
260072459,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,
260072485,ST CHARLES COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072487,FRANKLIN COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,311 W 2ND ST,WASHINGTON,63090-2108,31150120,
260072488,ST LOUIS CITY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BVLD,ST LOUIS,63108-2403,31150120,
260072489,JEFFERSON COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072490,U S CATHOLIC CONFERENCE,29 SAINT ALPHONSUS RD,SILEX,63377-3217,31150120,
260072491,PERRY COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072492,ST FRANCOIS COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072493,STE GENEVIEVE COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072494,WARREN COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260072495,WASHINGTON COUNTY CATHOLIC CHURCH REAL ESTATE CORPORATION,4445 LINDELL BLVD,ST LOUIS,63108-2403,31150120,
260073969,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260074036,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260079319,UNITED STATES CATHOLIC CONFERENCE,530 E LOCKWOOD AVE,ST LOUIS,63119-3217,31150120,
260079971,TOASTMASTERS INTERNATIONAL,7216 SOUTH ST,MAPLEWOOD,63143-1319,59319000,
260080239,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,M5XC
260083016,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260083017,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260083019,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260083020,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260083021,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260083999,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260084053,BETA GAMMA SIGMA CHAPTER,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260084572,AMVETS,PO BOX 615,MANSFIELD,65704-0000,907000000,
260084833,KIDS 4 TRUTH INTERNATIONAL,16657 E 23RD STREET 246,INDEPENDENCE,64055-1922,0,X21
260086302,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260086320,KNIGHTS OF COLUMBUS,PO BOX 583,STOCKTON,65785-0583,36029265,Y40
260086328,TOASTMASTERS INTERNATIONAL,1 CHECKERBOARD SQ,SAINT LOUIS,63164-1000,59319000,
260086500,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,
260086501,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,0,
260086565,BIG ROCK CHURCH,20828 S MARVIN RD,BARNETT,65011-3367,2029000,
260088006,INSIDE DHARMA INC,904 TAVALON AVE,ROCK HILL,63119-1240,0,I43
260088370,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
260088525,GLENWOOD CHRISTIAN SCHOOL,406 MAIN ST,GLENWOOD,63541-0000,2029000,
260089514,WHITEMAN AREA LEADERSHIP COUNCIL,300 NORTH HOLDEN,WARRENSBURG,64093-1708,0,S05
260092997,AMERICAN VOLKSSPORT ASSOCIATION INC,16711 BRANSON DR,BELTON,64012-2672,995319000,
260093545,WITH GODS LITTLE ONES,428 JULIAN PL,SAINT LOUIS,63122-2917,0,P80
260093648,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,
260093975,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,614 WESLEY DR,FARMINGTON,63640-2043,263264279,
260096240,PJS PET GUARDIANS,PO BOX 13243,SAINT LOUIS,63157-0443,0,D20
260097136,UNITED FEDERATION OF DOLL CLUBS INC,10900 N POMONA AVE,KANSAS CITY,64153-1256,119000000,N5XC
260099007,CITIZENS FOR MISSOURI COURTS,1832 LISA DR,JEFFERSON CTY,65101-6058,0,
260100183,LENOX COMMUNITY FELLOWSHIP,PO BOX 33,EDGAR SPRINGS,65462-0033,2029000,
260100246,FLORIDA EPSILON DELTA CHAPTER,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,B83
260101809,NEW TOWN AT ST CHARLES TRUST,3333 RUE ROYALE ST STE 4,SAINT CHARLES,63301-8237,0,A99
260101959,SHARING A VISION FOR GENERATIONS,3712 BELL ST,KANSAS CITY,64111-3914,0,B82
260106549,SAFE HARBOR ANIMAL SANCTUARY,359 CREE LN,JACKSON,63755-8039,0,D20
260112818,ST PETERS BMX GATEWAY,503 ALLEN DR,OFALLON,63366-1730,0,N30
260117923,MILITARY ORDER OF THE PURPLE HEART OF THE USA,3544 S WELLER AVE,SPRINGFIELD,65804-6444,908907000,
260121288,JOPLIN III FOURSQUARE CHURCH,3411 N RANGE LINE RD,JOPLIN,64801-9767,325059927,
260130124,JOSEPHINE MARIE HERZON MEMORIAL FOUNDATION,410 W SWON AVE,WEBSTER GRVS,63119-3637,0,G128
260131339,CHRISTIAN HOSPITAL ILLINOIS SERVICES,4901 FOREST PARK AVE STE 1200,SAINT LOUIS,63108-1402,0,E21
260133518,KING OF KINGS MINISTRIES,214 CRESCENT DR,MACON,63552-1208,0,X20
260136006,TARKIO RENEWAL INC,PO BOX 365,TARKIO,64491-0365,0,S20
260136994,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
260140024,STL ROLLERS INC,PO BOX 24858,SAINT LOUIS,63115-0758,0,O50
260159096,PTA MISSOURI CONGRESS,3105 W STATE HIGHWAY CC,OZARK,65721-5823,59035000,
260164308,INTERNATINAL MISSIONS CENTER INC,PO BOX 62,GRANDVIEW,64030-0062,0,P20
260171939,SAHARA CONSERVATION FUND,1 GOVERNMENT DR,SAINT LOUIS,63110-1332,0,C99
260176427,LIVING WATER CHRISTIAN CHURCH,12411 TOM WATSON PARKWAY,PARKVILLE,64152-1229,0,
260182450,MIDWEST CHUCKWAGON RACINGASSOCIATION,545 NE 601 RD,CALHOUN,65323-1906,0,N69
260185090,SAINT LUKES CARE,901 EAST104TH STREET MAILSTOP 900S,KANSAS CITY,64131-0000,0,E112
260187203,FREEDOM CHURCH,1706 PURITY CT,FENTON,63026-6602,2029000,
260187929,LOGAN-ROGERSVILLE COMMUNITY FFABOOSTER CLUB,PO BOX 423,ROGERSVILLE,65742-0423,0,B94
260189559,NEW LIFE COMMUNITY CHURCH OF THEASSEMBLIES OF GOD,1300 BLUE RIDGE RD,COLUMBIA,65202-1837,1002029,
260197509,THE HOMER CHARITABLE TR,PO BOX 310,JOPLIN,64802-0310,0,T20
260205619,PCRMC MEDICAL GROUP INC,1000 W 10TH ST,ROLLA,65401-2905,0,E31
260206665,GREENTOWN LIGHTHOUSE BIBLE WAYASSEMBLY,RR 1 BOX 1045,THAYER,65791-9705,1029000,
260210339,KNIGHTS OF COLUMBUS,919 NE 96TH ST,KANSAS CITY,64155-2159,36029265,
260212482,THE THEATER OF THE WORD INCORPORATED,9275 CINNABAR DR,SAINT LOUIS,63126-3301,0,A65
260217662,POWER TO THE PEOPLE,5402 PARK AVE,KANSAS CITY,64130-3432,0,R30
260225041,NOVEL CITY CHAMBER OF INNOVATION,4421 PROSPECT AVENUE,KANSAS CITY,64130-2403,0,X200
260236465,NU DEUTERON ALUMNI ASSOCIATIONFRESHMEN SCHOLARSHIP FUND,383 S YELLOWWOOD DR,SPRINGFIELD,65809-3313,0,B20
260238872,INTERNATIONAL COSTUMERS GUILD INC,7835 MILAN AVE,UNIVERSITY CY,63130-1251,0,A80
260238908,NORTHEAST MISSOURI CARINGCOMMUNITIES INC,PO BOX 338,LANCASTER,63548-0338,0,P40
260240331,HOPE NETWORK OF RAYTOWN,10500 EAST 350 HIGHWAY,RAYTOWN,64138-1811,0,K30
260241652,CAMERON CRIMESTOPPERS INC,121 W 3RD ST,CAMERON,64429-1708,0,I20
260242457,SOUTHERN BOONE COUNTY ATHLETICBOOSTER CLUB,PO BOX 27,ASHLAND,65010-0027,0,B11
260244982,HOSTETTER MINISTRIES,PO BOX 31,FAYETTE,65248-0031,0,X90
260247481,SOUTHWEST MISSOURI CHAPTER OF THECONSTRUCTION SPECIFICATIONS INSTITU,1736 E SUNSHINE RM/STE 417,SPRINGFIELD,65804-0000,0,S40
260252481,L ARCHE ST LOUIS,17 SELMA AVE,WEBSTER GRVS,63119-3104,0,F33
260253342,AGLOW INTERNATIONAL,8913 MADGE AVE,BRENTWOOD,63144-2227,0,
260253959,CHOICES FOR LIFE INC,1325 E RITTER ST,REPUBLIC,65738-2644,0,X12
260257982,ST SCHOLARSHIP FUND,2919 MAC ARTHUR DR,SAINT CHARLES,63301-4067,0,B12
260258672,MARSHFIELD FIREFIGHTERS ASSOCIATION,192 FARNSWORTH LN,MARSHFIELD,65706-8884,0,M24
260258741,GAGEVILLE CEMETARY,1901 N HOWARD DR,INDEPENDENCE,64050-2115,0,Y50
260259786,FAITH BAPTIST CHURCH,PO BOX 933,ADVANCE,63730-0933,0,X21
260263049,CRICKET COVE DOCK OWNERSASSOCIATION,62 TURTLEDOVE LN,LAMPE,65681-8115,0,N50
260264027,FAITH CHURCH ST LOUISCOM INC,13001 GRAVOIS RD,SAINT LOUIS,63127-1716,0,X20
260264130,URBAN EMPOWERMENT,PO BOX 85,COLUMBIA,65205-0085,0,X20
260273824,BTC BUILDING BRIGHTER FUTURES,4042 INDIANA AVE,KANSAS CITY,64130-1442,0,I43
260284374,SPIRITUAL BIRTH MINISTRIES,336 CHAPEL RIDGE DR,HAZELWOOD,63042-2604,0,X20
260286782,BIANCO FOUNDATION FOR JEWISH CAUSES,680 CRAIG RD STE 240,CREVE COEUR,63141-7182,0,T20
260293981,CBC FAMILY LIFE OUTREACH CENTER INC,127 W TROTTER ST,SIKESTON,63801-2855,0,N31
260294825,FREE TO LIVE MINISTRIES,12470 JOSEPH ROAD,ROLLA,65401-0000,0,X99
260298164,GENESIS HOUSE OF NE MISSOURI,101 SW MORGAN ST,EDINA,63537-1166,0,P62
260302046,TWO-THREE FUND INC,6416 WINONA AVE,SAINT LOUIS,63109-2125,0,P80
260314772,ST ANDREWS AT HOME SERVICES LLC,1001 CRAIG RD STE 200,SAINT LOUIS,63146-6202,0,P44
260326095,QUEEN CITY ROOFING & CONTRACTING CO VEBA,3131 W CHESTNUT EXPY,SPRINGFIELD,65802-5327,0,Y43
260326513,ST LOUIS POLICE FOUNDATION,C/O 9761 CLAYTON ROAD,ST LOUIS,63124-0000,0,M11
260338237,ROTARY INTERNATIONAL,12635 DONIPHAN LAKE RD,EXCELSIOR SPG,64024-6241,520349200,
260340556,GRAIN VALLEY ATHLETIC ASSOCIATIONINC,PO BOX 13,GRAIN VALLEY,64029-0013,0,N70
260346152,N2N,PO BOX 32914,KANSAS CITY,64171-7914,0,X99
260357509,RACE TO CURE LYMPHOMA INCORPORATED,1303 PINE BLUFF DR,SAINT CHARLES,63304-8785,0,G12
260357896,THIEME FAMILY FOUNDATION,PO BOX 66916,SAINT LOUIS,63166-6916,0,T22
260360541,NEW DIMENSIONAL CHRISTIAN MINISTRY,PO BOX 819,ROLLA,65402-0819,0,X21
260366641,LYDIAS,27 VIENNA WOODS DR,ELDON,65026-4627,0,X20
260368252,RIVERSIDE PLAYERS,13 BROOKSHIRE LN,WASHINGTON,63090-5321,0,A65
260368729,LEES SUMMIT MEDICAL STAFF DUES FUND,2100 SE BLUE PKWY,LEES SUMMIT,64063-1007,0,S40
260379167,CAMERON COMMUNITY PLAYERS,121 W 3RD ST,CAMERON,64429-1708,0,B82
260382517,RENICK EDUCATION FOUNDATION,101 MIDDLE STREET,MOBERLY,65270-0000,0,B82
260386420,STARS EXPLOSION BOOSTER CLUB,1901C SW HWY 40 US,BLUE SPRINGS,64015-0000,0,N116
260388078,LAKEWOOD HOLDING COMPANY INC,651 NE SAINT ANDREWS CIR,LEES SUMMIT,64064-1356,0,N60
260398405,ALABASTER BOX INTERNATIONAL,31487 N HICKORY LICK RD,WARRENTON,63383-5009,0,N68
260406885,MONITEAU COUNTY REGIONAL ECONOMICDEVELOPMENT COUNCIL,PO BOX 112,CALIFORNIA,65018-0112,0,S41
260408233,WENTZVILLE AREA SENIOR SERVICES INC,PO BOX 118,WENTZVILLE,63385-0118,0,K30
260417227,CIVIL WAR ROUND TABLE OF THE OZARKS,691 CHERRY RIDGE BLVD,SPRINGFIELD,65809-1522,0,B90
260417232,PRINCIPAL THINGS MINISTRY,5554 ASHBORO DR,COTTLEVILLE,63304-8026,0,B60
260424402,COLIN P FAHRENKAMP FOUNDATION,PO BOX 16611,SAINT LOUIS,63105-1111,0,T30
260432050,OUR MOM INC,1816 SPRINGDALE ACRES LN,SAINT LOUIS,63131-3627,0,G30
260440493,BRANSON HIGH SCHOOL PROJECT GRADUATION INC,1440 STATE HIGHWAY 248,BRANSON,65616-9655,0,B112
260444949,100 BLACK MEN OF GREATER KANSASCITY,PO BOX 300676,KANSAS CITY,64130-0676,0,S21
260451431,RYAN SUTTON MINISTRIES INC,1401 W MAIN ST,FESTUS,63028-2057,1029000,
260454897,SOUTHSIDE MUNICHEBURG COMMUNITY IMPROVEMENT DISTRICT,PO BOX 688,JEFFERSON CTY,65102-0688,0,S20
260457023,DAUGHTERS OF GRACE DANCE COMPANYINC,516 E BOONESLICK RD,WARRENTON,63383-2012,0,B80
260461141,AGLOW INTERNATIONAL,448 PARKVIEW MANOR LN,WENTZVILLE,63385-4992,29994000,
260470432,URBAN OUTREACH MINISTRIES INC,15910 E BRECKENRIDGE CT APT C,INDEPENDENCE,64055-7221,0,X200
260473523,MENTOR MISSOURI INC,501 NORTH GRAND BLVD NO 100,ST LOUIS,63103-1006,0,O99
260473775,TOASTMASTERS INTERNATIONAL,935 E 75TH ST,KANSAS CITY,64131-1658,59319000,
260474181,SOUTHWEST MISSOURI CHAPTER OF THEAMERICAN COLLEGE OF SURGEONS,1911 S NATIONAL AVE STE 401,SPRINGFIELD,65804-2213,0,S41
260474315,JUSTIN CRAIG THOMPSON MEMORIALFOUNDATION INCORPORATED,211 SHUMATE AVE,MARYLAND HTS,63043-2633,0,T30
260475838,KNIGHTS OF COLUMBUS,11822 HOLMES RD,KANSAS CITY,64131-3843,36029265,
260476633,TOASTMASTERS INTERNATIONAL,8779 HILLCREST RD,KANSAS CITY,64138-2700,59319000,
260482903,KRANZBERG ARTS FOUNDATION,50 PICARDY LN,SAINT LOUIS,63124-1629,0,A20
260483667,THE JIM RANDALL FOUNDATION,18330 OLD FIVE RD,VERSAILLES,65084-5278,0,T22
260483729,HILLSBORO HAWKS BAND BOOSTER CLUB,PO BOX 333,HILLSBORO,63050-0333,0,B90
260488372,FAITH IN THE WILDERNESS INC,57 WRANGLER LN,ROACH,65787-7146,0,X20
260488593,SULLIVAN COUNTY MEMORIAL HOSPITALFOUNDATION,630 W 3RD ST,MILAN,63556-1076,0,E11
260488819,CEC - CHRISTIAN EDUCATIONALCOOPERATIVE,3963 S EL SUSAN AVE,SPRINGFIELD,65807-5729,0,B25
260498468,MISSOURI BBQ SOCIETY INC,3604 SCHOTT RD,JEFFERSON CTY,65101-9025,0,A27
260498954,KC SELECT SOCCER CLUB INC,3035 SW SADDLEWOOD DR,LEES SUMMIT,64081-3827,0,N64
